,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Gender_F,Gender_M,Education_Level_College,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Post-Graduate,Education_Level_Uneducated,Education_Level_Unknown,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$120K +,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Blue,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver
172,6,3,3,1427,0.48,2057,54,0.42100000000000004,0.27699999999999997,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
173,4,2,3,0,0.439,6317,77,0.833,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
174,3,2,4,1867,0.6559999999999999,3718,72,0.7559999999999999,0.46299999999999997,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
175,2,1,2,1169,0.5579999999999999,4429,78,0.529,0.813,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
176,1,3,2,1434,1.172,4514,66,1.2,0.22899999999999998,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
177,3,1,3,1358,0.5529999999999999,4951,73,0.5870000000000001,0.191,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
178,4,3,3,1792,0.904,1914,46,0.769,0.317,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
179,2,2,3,0,0.07200000000000001,5107,53,0.293,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
180,4,6,1,1271,1.087,3445,64,0.73,0.754,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
181,6,1,2,789,0.6779999999999999,3323,61,0.525,0.138,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
182,6,3,2,788,0.741,4297,65,0.585,0.5479999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
183,5,3,0,2116,0.7440000000000001,2110,43,1.048,0.8590000000000001,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
184,4,2,3,0,0.69,1550,47,0.621,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
185,2,2,2,2517,0.7759999999999999,17628,109,0.8170000000000001,0.17300000000000001,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
186,5,2,3,1611,0.599,2349,41,0.46399999999999997,0.606,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
187,2,2,3,1066,0.846,8657,98,0.75,0.031,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
188,5,2,2,1010,0.638,4322,83,0.6940000000000001,0.21600000000000003,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
189,6,3,1,1053,0.9259999999999999,4552,82,0.745,0.414,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
190,5,3,4,1723,0.765,1292,34,0.889,0.319,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
191,3,2,2,1560,0.696,1755,45,0.8,0.172,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
192,1,2,3,2241,0.6890000000000001,15354,112,0.9309999999999999,0.17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
193,2,2,2,706,1.6740000000000002,1305,24,3.0,0.473,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
194,3,2,3,0,0.7859999999999999,4370,79,0.795,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
195,1,3,4,214,0.0,1201,22,0.0,0.006,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
196,2,3,3,1532,0.867,15763,97,0.83,0.254,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
197,5,1,0,1813,0.653,1767,28,0.647,0.5329999999999999,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
198,1,3,1,1528,0.725,13360,97,0.7959999999999999,0.06,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
199,3,2,1,0,0.799,4173,82,0.64,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
200,6,2,3,2143,0.8140000000000001,5049,85,0.735,0.319,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
201,5,3,6,2517,0.956,9314,89,0.978,0.073,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
202,4,2,3,0,0.738,2306,46,0.484,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
203,2,2,1,1197,0.637,4077,90,0.698,0.069,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
204,1,4,3,395,0.711,2473,44,0.5710000000000001,0.196,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
205,2,3,2,2191,0.682,7886,94,0.679,0.28600000000000003,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
206,2,1,2,1183,0.8059999999999999,8423,82,0.708,0.608,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
207,3,2,2,0,0.777,2264,39,0.625,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
208,3,4,3,0,0.456,1799,51,0.645,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
209,4,2,3,1848,0.547,4396,78,0.8140000000000001,0.711,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
210,5,2,3,0,0.644,3830,82,0.6729999999999999,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
211,4,3,1,0,0.622,3848,74,0.762,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
212,2,4,3,1525,0.7490000000000001,14830,112,0.6970000000000001,0.466,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
213,3,3,2,1731,0.605,2421,63,0.575,0.05,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
214,4,1,2,1586,1.676,1729,35,0.75,0.644,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
215,4,3,3,1969,0.7879999999999999,4301,79,1.026,0.8290000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
216,6,3,2,1682,0.5770000000000001,4109,69,0.5,0.513,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
217,4,2,3,1235,1.485,1337,29,1.071,0.593,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
218,3,3,3,0,0.409,1849,43,0.536,0.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
219,5,3,1,0,0.812,4453,84,0.787,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
220,6,3,2,1853,0.882,4787,60,0.7140000000000001,0.107,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
221,1,3,3,0,0.61,5390,87,0.7759999999999999,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
222,3,2,3,743,0.561,4730,80,0.778,0.517,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
223,3,2,2,1587,1.088,4193,79,0.8809999999999999,0.621,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
224,3,3,2,2517,0.608,4731,83,0.804,0.868,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
225,5,2,3,728,0.604,4133,78,0.529,0.474,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
226,4,3,2,0,0.904,2113,60,0.875,0.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
227,2,3,3,1259,0.871,8677,96,0.627,0.483,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
228,1,1,1,1146,0.8420000000000001,8055,82,0.6729999999999999,0.052000000000000005,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
229,2,3,3,2027,0.7490000000000001,15130,102,0.759,0.071,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
230,4,3,3,966,0.871,5249,81,0.7609999999999999,0.672,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
231,5,2,2,654,0.588,2910,63,0.909,0.08,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
232,6,1,3,1254,0.418,3812,64,0.6409999999999999,0.113,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
233,6,1,3,0,0.563,1257,23,0.643,0.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
234,5,2,4,1815,0.5670000000000001,1210,25,1.273,0.662,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
235,5,2,3,1404,0.633,3994,64,0.778,0.6459999999999999,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
236,6,4,3,0,0.767,4815,81,0.653,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
237,2,1,3,0,1.05,4794,73,0.9209999999999999,0.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
238,4,2,1,1303,1.308,4750,76,0.9,0.47700000000000004,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
239,4,3,4,2379,0.741,4348,86,0.955,0.983,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
240,2,3,2,2452,0.7070000000000001,7111,82,0.608,0.071,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
241,2,3,2,710,0.657,4751,81,0.884,0.46399999999999997,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
242,5,4,2,1623,0.452,1413,31,0.722,0.059000000000000004,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
243,1,3,2,0,0.7909999999999999,2616,47,0.469,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
244,2,3,3,1177,0.821,13958,116,0.785,0.27699999999999997,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
245,6,3,4,0,0.7440000000000001,3445,76,0.767,0.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
246,5,2,3,1254,0.821,4226,75,1.143,0.604,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
247,6,3,4,0,0.6829999999999999,4039,81,1.077,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
248,4,2,2,1267,1.102,3078,58,0.611,0.293,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
249,6,4,1,1630,0.847,4275,78,0.733,0.58,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
250,4,3,0,2168,0.8590000000000001,1463,24,1.6669999999999998,0.094,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
251,5,1,1,0,0.653,4611,73,0.973,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
252,1,1,3,0,0.8059999999999999,4678,83,0.7290000000000001,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
253,2,2,1,1228,0.659,4991,78,0.902,0.8540000000000001,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
254,5,2,3,0,0.691,3942,78,1.229,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
255,3,1,3,1100,0.5870000000000001,1144,22,1.0,0.262,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
256,2,3,1,2328,0.855,15754,121,0.7290000000000001,0.067,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
257,4,6,4,1434,0.47200000000000003,3609,76,0.551,0.054000000000000006,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
258,6,1,1,1832,0.938,4110,74,0.9470000000000001,0.9009999999999999,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
259,6,3,3,800,0.9540000000000001,4853,85,0.848,0.067,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
260,4,1,4,1202,0.755,14103,96,0.655,0.057,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
261,2,1,3,1293,0.628,7381,98,0.607,0.184,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
262,6,1,2,994,0.488,2552,64,0.455,0.10099999999999999,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
263,3,2,2,0,0.823,14485,106,0.738,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
264,4,2,3,980,0.6559999999999999,3274,69,0.568,0.079,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
265,2,3,2,1780,0.8390000000000001,14185,98,0.69,0.052000000000000005,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
266,6,3,3,2517,0.636,1904,41,0.519,0.777,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
267,5,3,3,1778,1.01,4168,63,0.853,0.57,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
268,3,1,3,1865,0.748,4348,77,0.51,0.856,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
269,5,1,2,1665,0.684,2263,60,0.7140000000000001,0.28600000000000003,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
270,3,3,4,0,0.7979999999999999,3877,70,0.556,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
271,1,2,2,2330,0.757,14955,118,0.662,0.221,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
272,3,2,3,0,0.36700000000000005,1935,47,0.469,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
273,2,3,2,1130,0.7559999999999999,14471,93,0.603,0.17600000000000002,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
274,3,2,2,1506,0.883,4821,77,0.711,0.705,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
275,2,1,2,686,0.7609999999999999,8452,83,0.509,0.021,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
276,6,1,2,1074,0.67,1074,31,0.632,0.312,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
277,6,2,3,1720,0.5379999999999999,3943,73,0.698,0.127,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
278,1,2,2,2145,0.644,5066,75,0.7859999999999999,0.665,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
279,4,2,2,1319,0.672,4199,77,0.75,0.684,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
280,3,1,3,0,0.742,2144,41,0.5770000000000001,0.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
281,5,1,3,1913,0.598,4136,69,0.568,0.6920000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
282,6,3,2,0,0.715,3403,70,0.489,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
283,6,1,1,2090,0.9690000000000001,4674,67,0.718,0.5579999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
284,3,1,2,1761,0.682,1645,30,0.429,0.8059999999999999,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
285,4,4,1,2235,0.863,3669,62,1.138,0.529,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
286,4,3,3,2069,1.399,2689,57,0.7809999999999999,0.893,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
287,3,3,2,2239,0.445,6564,56,0.514,0.17300000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
288,4,1,3,564,0.44799999999999995,1322,38,0.652,0.026000000000000002,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
289,4,2,2,0,0.9159999999999999,2925,46,0.353,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
290,6,1,3,1565,0.73,4011,68,0.838,0.657,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
291,3,3,2,548,0.647,3710,70,0.45799999999999996,0.09699999999999999,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
292,3,3,3,715,0.42200000000000004,1138,38,0.727,0.076,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
293,2,4,3,2071,0.8540000000000001,5524,71,0.972,0.675,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
294,4,3,3,0,0.7340000000000001,4302,74,0.762,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
295,6,2,3,1309,0.708,6408,70,0.9440000000000001,0.09,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
296,6,2,3,392,0.764,965,27,0.42100000000000004,0.051,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
297,6,2,4,507,0.85,2793,67,0.595,0.026000000000000002,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
298,5,2,0,0,0.693,3773,64,0.455,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
299,6,2,2,0,0.68,4268,69,0.725,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
300,3,2,4,0,0.506,947,20,0.053,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
301,4,2,2,1876,0.606,2625,45,0.364,0.722,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
302,3,2,2,1650,0.7879999999999999,1972,37,0.9470000000000001,0.48,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
303,3,2,0,1040,1.002,5308,78,0.773,0.5760000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
304,6,1,2,1035,0.816,1707,42,1.2109999999999999,0.37200000000000005,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
305,5,4,4,0,0.446,4618,60,0.875,0.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
306,4,3,0,1655,0.636,1636,58,0.706,0.49,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
307,3,3,3,0,0.631,2395,49,0.361,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
308,5,1,3,777,1.335,1144,42,1.625,0.061,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
309,4,2,2,1425,1.505,2555,44,0.833,0.375,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
310,1,3,2,0,0.997,4754,60,0.46299999999999997,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
311,4,3,3,1688,0.62,4232,75,0.5,0.8140000000000001,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
312,2,3,2,0,0.563,4207,86,0.792,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0
313,5,3,3,1802,0.6509999999999999,4402,91,0.75,0.871,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
314,3,3,2,747,0.491,948,24,0.7140000000000001,0.519,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
315,6,2,3,0,0.6629999999999999,2473,42,0.273,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
316,5,3,3,2517,0.813,1655,41,0.5770000000000001,0.33399999999999996,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
317,2,2,1,0,1.033,4801,47,0.382,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
318,5,3,3,569,0.6679999999999999,3927,82,0.5770000000000001,0.09,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
319,5,2,2,1616,0.6,1397,28,0.647,0.18899999999999997,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
320,4,3,3,1152,0.9690000000000001,1737,26,1.6,0.489,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
321,5,3,4,0,0.0,1246,27,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
322,3,3,1,1281,0.551,1902,34,0.619,0.514,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
323,5,1,4,1426,0.898,3571,58,0.9329999999999999,0.29600000000000004,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
324,4,3,1,1898,0.674,4122,67,0.763,0.753,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
325,5,4,2,1140,0.657,4775,84,1.1,0.063,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
326,6,1,3,0,1.018,3444,52,0.9259999999999999,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
327,6,3,2,0,0.84,4216,82,0.64,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
328,6,3,2,1549,0.752,4747,91,0.9359999999999999,0.618,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
329,6,3,0,1018,0.645,4301,86,0.72,0.598,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
330,4,2,0,1023,0.75,3374,45,0.875,0.127,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
331,3,2,2,904,0.726,3910,68,0.659,0.026000000000000002,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
332,4,3,2,761,0.307,3877,66,0.375,0.126,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
333,5,2,3,1632,0.7120000000000001,2048,35,1.188,0.653,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
334,3,2,3,2517,0.785,4613,85,0.932,0.762,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
335,4,2,4,686,0.581,3068,58,0.9329999999999999,0.07,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
336,1,2,1,1276,0.6,4926,82,0.745,0.609,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
337,5,3,3,0,0.76,2249,61,0.564,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
338,1,2,3,1486,0.8270000000000001,2824,43,0.387,0.816,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
339,6,2,3,2288,0.973,2445,60,0.765,0.196,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
340,3,1,3,0,0.823,4030,78,0.733,0.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
341,4,3,3,1175,0.85,4606,75,0.875,0.606,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
342,6,2,4,2016,0.313,4107,59,0.639,0.447,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
343,3,2,4,2098,0.741,3093,66,0.784,0.061,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
344,3,2,1,2330,0.65,3821,81,0.841,0.075,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
345,6,1,2,864,1.541,1291,33,3.714,0.105,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
346,5,3,2,2211,0.897,1140,25,0.7859999999999999,0.2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
347,5,6,1,1616,0.669,4237,87,0.706,0.597,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
